ID     IAUNAME     M2    Teffwd
2294     SDSSJ120935.83+002924.3     0.319    12536
2785     SDSSJ104959.80-004719.0     0.149    12536
2892     SDSSJ124107.34+401715.2     0.149    12536
2936     SDSSJ133036.96+431756.2     0.196    12536
3045     SDSSJ150840.90+313456.2     0.255    12536
3284     SDSSJ235727.33+041704.0     0.149    12536
240     SDSSJ032430.24+001908.9     0.319    12656
136     SDSSJ020343.22-002527.8     0.319    12681
623     SDSSJ093904.03+051114.8     0.319    12681
1026     SDSSJ130814.03+121705.0     0.319    12681
1059     SDSSJ133057.91+455224.4     0.255    12681
1606     SDSSJ000651.91+284647.1     0.38    12681
1625     SDSSJ042200.51+073358.9     0.38    12681
1888     SDSSJ153202.91+270519.9     0.196    12681
1995     SDSSJ233951.74+094956.4     0.38    12681
2089     SDSSJ091132.23+303605.3     0.38    12681
2116     SDSSJ104751.79+483503.7     0.38    12681
2371     SDSSJ010118.16+121736.1     0.149    12681
2838     SDSSJ113556.95+360640.1     0.149    12681
2905     SDSSJ125547.62+104741.6     0.149    12681
3127     SDSSJ163654.11+185435.6     0.319    12681
1407     SDSSJ173548.36+541424.4     0.35    12682
2491     SDSSJ073608.02+393241.8     0.298    12745
821     SDSSJ110652.91+284245.4     0.38    12756
293     SDSSJ074011.17+385909.0     0.255    12828
318     SDSSJ074857.89+254045.4     0.255    12828
622     SDSSJ093726.44+063000.8     0.319    12828
708     SDSSJ101140.96+031412.2     0.255    12828
778     SDSSJ104322.98+051235.8     0.319    12828
793     SDSSJ105313.31+384835.0     0.431    12828
847     SDSSJ111933.38+374411.2     0.431    12828
925     SDSSJ120507.97+031234.4     0.255    12828
1127     SDSSJ142541.32+023047.4     0.255    12828
1977     SDSSJ203233.81+151535.7     0.431    12828
1983     SDSSJ213225.96+001430.5     0.319    12828
2132     SDSSJ111251.20+190700.3     0.431    12828
2648     SDSSJ084953.46+000815.2     0.196    12828
2758     SDSSJ102151.30+384650.6     0.319    12828
3214     SDSSJ223824.93+170456.6     0.255    12828
243     SDSSJ032607.97+011021.1     0.319    12864
1504     SDSSJ223236.15+000024.6     0.319    12882
248     SDSSJ032758.15-002215.4     0.38    12902
2555     SDSSJ080831.37+430036.8     0.38    12902
303     SDSSJ074352.67+322547.2     0.255    12976
646     SDSSJ094744.54+123338.0     0.255    12976
656     SDSSJ095108.74+025507.5     0.38    12976
1066     SDSSJ133613.06+124613.2     0.255    12976
1161     SDSSJ144921.19+352430.9     0.196    12976
1392     SDSSJ172043.87+560109.3     0.431    12976
1460     SDSSJ212949.06+114613.8     0.38    12976
1607     SDSSJ000711.40+283848.5     0.38    12976
1659     SDSSJ073011.38+162511.2     0.255    12976
1679     SDSSJ081553.11-064709.1     0.464    12976
1859     SDSSJ145210.97+184846.6     0.319    12976
2057     SDSSJ074758.75+222942.3     0.38    12976
2129     SDSSJ110834.66-154847.3     0.38    12976
2141     SDSSJ112012.71+190126.8     0.38    12976
2408     SDSSJ013504.53+213800.7     0.38    12976
2616     SDSSJ083746.40+221423.1     0.319    12976
2735     SDSSJ095736.68+594700.6     0.255    12976
2747     SDSSJ100933.65+414703.2     0.149    12976
2769     SDSSJ103609.53+600809.5     0.196    12976
2953     SDSSJ135156.05+054809.1     0.38    12976
3146     SDSSJ165747.45+381924.8     0.149    12976
3278     SDSSJ235348.05+181049.7     0.255    12976
2386     SDSSJ011818.81-043007.7     0.255    13046
88     SDSSJ011446.96+132825.3     0.319    13127
141     SDSSJ020659.20+214654.0     0.38    13127
398     SDSSJ081701.87-000313.3     0.38    13127
444     SDSSJ083311.87+173456.9     0.38    13127
470     SDSSJ084119.48+160133.1     0.431    13127
701     SDSSJ100905.62+024441.3     0.149    13127
928     SDSSJ120909.35+651020.7     0.196    13127
991     SDSSJ124611.84+325059.4     0.255    13127
1032     SDSSJ131450.79+152453.5     0.319    13127
1104     SDSSJ140534.93+040906.6     0.319    13127
1293     SDSSJ161047.72+254604.5     0.319    13127
1416     SDSSJ200615.67+781917.3     0.319    13127
1663     SDSSJ074211.87+182227.6     0.38    13127
1681     SDSSJ082011.21+584235.1     0.255    13127
1766     SDSSJ113829.09+202040.2     0.255    13127
1875     SDSSJ151030.31+174733.1     0.38    13127
2363     SDSSJ005752.57+035851.6     0.255    13127
2389     SDSSJ012042.10+293559.8     0.255    13127
2435     SDSSJ015843.85+095147.9     0.12    13127
2446     SDSSJ022023.73-034039.8     0.12    13127
2515     SDSSJ075303.72+133522.8     0.255    13127
3027     SDSSJ145400.60+110427.2     0.319    13127
3160     SDSSJ173244.54+315700.4     0.255    13127
3280     SDSSJ235529.17+263118.8     0.255    13127
1164     SDSSJ145300.98+005557.0     0.319    13128
935     SDSSJ121130.94-024954.4     0.38    13130
1575     SDSSJ234131.08+003749.5     0.431    13166
202     SDSSJ025509.29-004414.7     0.431    13182
1902     SDSSJ155040.53+052150.2     0.35    13204
1113     SDSSJ141220.70+654123.3     0.255    13228
109     SDSSJ013356.07-091535.1     0.12    13239
2827     SDSSJ112558.50+150050.1     0.12    13256
139     SDSSJ020611.79+132408.8     0.319    13279
242     SDSSJ032548.50+061559.5     0.38    13279
458     SDSSJ083746.90+550255.7     0.38    13279
687     SDSSJ100310.05+041108.2     0.431    13279
707     SDSSJ101124.31+644655.5     0.118    13279
769     SDSSJ104036.42+515508.3     0.319    13279
840     SDSSJ111614.48+535720.9     0.149    13279
898     SDSSJ114735.92+291503.4     0.319    13279
1086     SDSSJ134745.48+334719.4     0.464    13279
1141     SDSSJ143633.67+615436.9     0.255    13279
1589     SDSSJ234621.22-003259.3     0.319    13279
1778     SDSSJ122758.25+043123.4     0.319    13279
1869     SDSSJ150232.42+174403.5     0.319    13279
1987     SDSSJ221452.23-075045.0     0.38    13279
2002     SDSSJ000504.91+243409.6     0.319    13279
2003     SDSSJ000531.09-054343.2     0.319    13279
2094     SDSSJ093441.29+305026.0     0.319    13279
2261     SDSSJ080653.10+314329.2     0.319    13279
2265     SDSSJ082144.37+301806.0     0.38    13279
2272     SDSSJ090847.38+613141.4     0.255    13279
2332     SDSSJ002532.95+192015.5     0.196    13279
3130     SDSSJ164455.65+194233.2     0.255    13279
3185     SDSSJ215607.00+053556.7     0.196    13279
1850     SDSSJ142824.52+455729.9     0.38    13282
3066     SDSSJ153149.52+473208.3     0.149    13298
1512     SDSSJ224038.37-093541.4     0.255    13300
1410     SDSSJ174152.86+541027.2     0.196    13310
3128     SDSSJ163714.70+153535.7     0.255    13348
481     SDSSJ084751.61+283113.5     0.196    13432
559     SDSSJ091845.33+604931.9     0.464    13432
1360     SDSSJ164812.36+281123.1     0.319    13432
1456     SDSSJ212320.74+002455.5     0.196    13432
1890     SDSSJ153517.54+115558.1     0.319    13432
2052     SDSSJ073534.33+650648.8     0.319    13432
2466     SDSSJ025813.62-030013.3     0.118    13432
2629     SDSSJ083948.99+533508.8     0.196    13432
2721     SDSSJ094930.06+362645.6     0.118    13432
3205     SDSSJ222612.87-032516.2     0.118    13432
1514     SDSSJ224139.02+002710.9     0.319    13464
1574     SDSSJ233928.35-002040.0     0.319    13548
128     SDSSJ015256.97+002044.6     0.319    13588
152     SDSSJ021411.36+011533.1     0.431    13588
277     SDSSJ045248.17-003934.3     0.319    13588
799     SDSSJ105548.51+044206.9     0.38    13588
834     SDSSJ111141.08+615055.8     0.12    13588
880     SDSSJ113941.31+265944.1     0.149    13588
900     SDSSJ114852.51+440441.7     0.255    13588
1115     SDSSJ141451.73-013242.7     0.255    13588
1426     SDSSJ204459.94+155937.0     0.255    13588
2048     SDSSJ072434.72+321609.4     0.319    13588
2178     SDSSJ133830.06+102034.6     0.431    13588
2219     SDSSJ172445.28+073324.7     0.319    13588
3099     SDSSJ160712.48+513320.5     0.12    13588
395     SDSSJ081648.72+262354.2     0.196    13745
706     SDSSJ101123.54+295201.7     0.255    13745
1434     SDSSJ205059.37-000254.3     0.319    13745
1782     SDSSJ123539.83+254142.3     0.38    13745
1814     SDSSJ132824.76+222519.2     0.431    13745
2071     SDSSJ083025.47-053638.7     0.38    13745
2076     SDSSJ084514.23+540311.6     0.431    13745
2270     SDSSJ085730.59+631845.1     0.38    13745
2393     SDSSJ012639.08+280102.9     0.196    13745
2717     SDSSJ094711.37+504503.6     0.196    13745
1947     SDSSJ165937.15+272339.1     0.38    13746
450     SDSSJ083410.38+135355.8     0.319    13768
1339     SDSSJ163340.83+133417.0     0.472    13786
149     SDSSJ021239.45+001856.9     0.319    13852
2606     SDSSJ083258.56+323000.0     0.12    13852
739     SDSSJ102213.46+294119.9     0.319    13857
171     SDSSJ022759.67-093604.4     0.38    13904
172     SDSSJ022835.92-074032.3     0.255    13904
265     SDSSJ034514.71-061421.2     0.431    13904
461     SDSSJ083845.86+191416.5     0.255    13904
624     SDSSJ093918.47+572901.1     0.319    13904
681     SDSSJ100100.76+095755.1     0.196    13904
884     SDSSJ114049.41-025712.3     0.255    13904
1289     SDSSJ160824.57+285524.9     0.319    13904
1303     SDSSJ161320.58+195827.6     0.319    13904
1342     SDSSJ163708.04+474559.9     0.12    13904
1548     SDSSJ232217.43-005725.3     0.319    13904
1579     SDSSJ234225.67+155930.3     0.255    13904
1791     SDSSJ124919.22+280459.1     0.319    13904
1852     SDSSJ143137.37+203843.3     0.38    13904
2325     SDSSJ001707.13+040145.3     0.255    13904
2711     SDSSJ094334.13+480749.2     0.38    13904
2849     SDSSJ114847.13+390253.6     0.149    13904
2935     SDSSJ133003.53+192136.1     0.255    13904
3211     SDSSJ223614.00-031849.7     0.149    13904
1408     SDSSJ173727.27+540352.2     0.216    13912
245     SDSSJ032656.44+002232.1     0.431    13926
311     SDSSJ074754.81+273655.8     0.163    13958
3177     SDSSJ213905.86+015508.6     0.225    13968
1218     SDSSJ152933.25+002031.2     0.255    13986
290     SDSSJ073732.85+225355.1     0.319    14065
341     SDSSJ075919.41+321948.4     0.319    14065
497     SDSSJ085253.22+272620.9     0.38    14065
544     SDSSJ091309.70+223346.7     0.431    14065
764     SDSSJ103743.60+655448.0     0.255    14065
1061     SDSSJ133100.77+084404.5     0.255    14065
1076     SDSSJ134208.94+044852.7     0.319    14065
1262     SDSSJ155451.22+254951.2     0.196    14065
1506     SDSSJ223421.50-002008.0     0.38    14065
1577     SDSSJ234149.48+145006.5     0.319    14065
2018     SDSSJ024942.92+335032.5     0.464    14065
2635     SDSSJ084249.47+482314.7     0.255    14065
2719     SDSSJ094802.83+403709.8     0.407    14065
3105     SDSSJ161226.45+110141.3     0.149    14065
2954     SDSSJ135204.85+411906.7     0.255    14066
2500     SDSSJ074317.86+162630.1     0.116    14099
228     SDSSJ031310.81+002716.0     0.35    14107
2494     SDSSJ073735.38+320315.2     0.149    14111
2543     SDSSJ080456.39+373443.5     0.38    14146
105     SDSSJ013033.97-005648.8     0.319    14228
119     SDSSJ014152.51-005241.6     0.38    14228
246     SDSSJ032706.09-010538.7     0.149    14228
278     SDSSJ052624.54+621344.2     0.38    14228
308     SDSSJ074632.05+181911.7     0.38    14228
1267     SDSSJ155742.68+362820.6     0.255    14228
1395     SDSSJ172405.37+620501.5     0.118    14228
1764     SDSSJ113312.06+233212.6     0.196    14228
1855     SDSSJ144123.88+144926.9     0.319    14228
2221     SDSSJ173104.52+070345.0     0.319    14228
2301     SDSSJ142823.33+302655.8     0.319    14228
2404     SDSSJ013139.73+085129.6     0.196    14228
2413     SDSSJ013811.74-021505.3     0.149    14228
2439     SDSSJ020327.59+291052.2     0.255    14228
2445     SDSSJ021831.54+312753.7     0.319    14228
2677     SDSSJ091231.93+013116.5     0.319    14228
2853     SDSSJ115305.88+242226.7     0.196    14228
2904     SDSSJ125517.43+465545.7     0.255    14228
2925     SDSSJ132248.58+464733.0     0.431    14228
3002     SDSSJ143104.56+180402.8     0.255    14228
3109     SDSSJ162003.66+294701.0     0.149    14228
1178     SDSSJ150231.65+011045.8     0.38    14238
69     SDSSJ005519.90+004039.0     0.431    14393
78     SDSSJ010622.99-001456.2     0.12    14393
660     SDSSJ095250.98+055636.9     0.464    14393
994     SDSSJ124831.79+435318.3     0.464    14393
1357     SDSSJ164750.42+250144.6     0.319    14393
2387     SDSSJ011845.09+303345.2     0.255    14393
2547     SDSSJ080719.23+402756.4     0.255    14393
2611     SDSSJ083411.99+045446.7     0.196    14393
2831     SDSSJ113300.00+455142.7     0.319    14393
2899     SDSSJ124942.91+013725.9     0.255    14393
3087     SDSSJ155246.77+263206.3     0.38    14393
3230     SDSSJ225621.09+014228.1     0.255    14393
1701     SDSSJ085255.70+020025.6     0.431    14440
219     SDSSJ030351.97+003548.4     0.431    14472
197     SDSSJ025147.85-000003.2     0.319    14554
92     SDSSJ011634.11+002956.5     0.319    14560
204     SDSSJ025622.04-065036.2     0.38    14560
288     SDSSJ073518.65+325847.2     0.319    14560
509     SDSSJ085616.67+064632.2     0.38    14560
573     SDSSJ092157.64+101351.7     0.319    14560
679     SDSSJ100015.18+304330.5     0.255    14560
755     SDSSJ103209.77+372247.5     0.319    14560
835     SDSSJ111400.91+451823.1     0.319    14560
859     SDSSJ112636.77+145829.8     0.38    14560
1554     SDSSJ232527.81-005416.7     0.255    14560
1700     SDSSJ085224.02+111520.8     0.319    14560
2153     SDSSJ121318.14+510247.4     0.38    14560
2224     SDSSJ173849.76+635042.0     0.38    14560
2328     SDSSJ001909.01-054428.0     0.319    14560
2339     SDSSJ003143.69+291316.3     0.196    14560
2401     SDSSJ012906.68+210230.9     0.38    14560
2656     SDSSJ085734.86+584606.8     0.38    14560
2863     SDSSJ120138.55+105156.9     0.149    14560
3077     SDSSJ154250.03+144227.4     0.255    14560
3228     SDSSJ225544.28+215127.3     0.149    14560
9     SDSSJ001726.63-002451.1     0.319    14594
1147     SDSSJ143746.69+573706.0     0.319    14641
518     SDSSJ085931.06+580905.4     0.163    14642
752     SDSSJ103121.97+202315.1     0.319    14644
485     SDSSJ084846.17+192758.9     0.431    14728
516     SDSSJ085907.73+403127.9     0.12    14728
826     SDSSJ110818.05+533307.6     0.319    14728
875     SDSSJ113705.46+392336.6     0.319    14728
977     SDSSJ123749.23+614343.8     0.38    14728
1233     SDSSJ154124.61+331409.7     0.149    14728
1556     SDSSJ232624.72-011327.2     0.38    14728
2298     SDSSJ130339.00+185553.0     0.38    14728
2525     SDSSJ075758.00+261527.5     0.196    14728
2578     SDSSJ081647.38+534017.8     0.319    14728
2725     SDSSJ095040.41+611548.7     0.255    14728
3018     SDSSJ144649.31+484056.3     0.319    14728
3019     SDSSJ144750.28+110733.4     0.196    14728
3106     SDSSJ161746.81+402016.5     0.149    14728
1880     SDSSJ151941.20+392137.6     0.171    14814
1755     SDSSJ111714.87+095415.1     0.431    14846
1538     SDSSJ231221.59+010127.0     0.38    14850
1301     SDSSJ161239.06+455132.2     0.38    14852
174     SDSSJ023015.37+010958.7     0.319    14899
582     SDSSJ092402.32+014715.0     0.319    14899
822     SDSSJ110736.88+612232.8     0.464    14899
885     SDSSJ114055.94+301828.0     0.118    14899
1376     SDSSJ170659.07+214211.6     0.255    14899
2154     SDSSJ121412.67+410132.8     0.464    14899
2307     SDSSJ161230.66+301718.6     0.38    14899
2327     SDSSJ001808.55+090018.0     0.319    14899
2744     SDSSJ100628.57+495358.9     0.196    14899
3003     SDSSJ143123.81+251100.9     0.196    14899
3052     SDSSJ151718.74+072609.2     0.319    14899
718     SDSSJ101614.69+490930.3     0.319    14900
329     SDSSJ075407.21+313720.8     0.319    15071
352     SDSSJ080304.61+121810.3     0.431    15071
401     SDSSJ081811.70+173224.5     0.38    15071
745     SDSSJ102557.91+224315.6     0.38    15071
841     SDSSJ111634.88+022338.1     0.319    15071
842     SDSSJ111715.70+110737.7     0.149    15071
867     SDSSJ113139.06-032127.2     0.255    15071
909     SDSSJ115218.24+274825.8     0.149    15071
974     SDSSJ123325.29+283241.3     0.431    15071
1040     SDSSJ132001.24+112805.3     0.464    15071
1216     SDSSJ152804.92+331012.1     0.255    15071
1350     SDSSJ164129.09+210610.2     0.38    15071
1443     SDSSJ210539.64-055414.5     0.319    15071
1491     SDSSJ221714.49+004601.3     0.319    15071
1675     SDSSJ081127.18+075236.1     0.38    15071
2182     SDSSJ134841.61+183410.5     0.319    15071
2246     SDSSJ233922.26+074400.3     0.431    15071
2388     SDSSJ012041.13+284132.0     0.255    15071
2574     SDSSJ081505.30+160727.9     0.149    15071
2638     SDSSJ084345.29+530638.2     0.319    15071
2642     SDSSJ084512.12+262854.7     0.12    15071
2828     SDSSJ112726.62+050138.2     0.196    15071
2869     SDSSJ120557.01+221740.9     0.149    15071
1290     SDSSJ160900.10+225934.0     0.38    15072
1494     SDSSJ222108.45+002927.7     0.38    15074
617     SDSSJ093526.43+245423.4     0.431    15096
1881     SDSSJ152044.47+402206.2     0.319    15120
258     SDSSJ033656.12-004727.8     0.255    15246
447     SDSSJ083354.84+070240.1     0.319    15246
460     SDSSJ083827.09+415015.5     0.464    15246
468     SDSSJ084056.91+275513.7     0.38    15246
520     SDSSJ085949.69+241858.5     0.255    15246
715     SDSSJ101451.61+454148.0     0.319    15246
777     SDSSJ104318.65+305012.9     0.38    15246
857     SDSSJ112623.87+010856.8     0.431    15246
1048     SDSSJ132341.89+541636.5     0.319    15246
1784     SDSSJ124246.16-063919.8     0.464    15246
2186     SDSSJ135930.96-101029.7     0.319    15246
1887     SDSSJ153140.82+112525.6     0.255    15246
2110     SDSSJ102438.46+162458.2     0.38    15246
2133     SDSSJ111419.27+083829.0     0.319    15246
2407     SDSSJ013434.07+145101.9     0.196    15246
2419     SDSSJ014302.22+153707.3     0.196    15246
2420     SDSSJ014500.24+203430.9     0.255    15246
2542     SDSSJ080447.97+540345.1     0.196    15246
2544     SDSSJ080543.69+474007.3     0.149    15246
2581     SDSSJ081800.47+465910.3     0.431    15246
2929     SDSSJ132635.85+634012.9     0.196    15246
3076     SDSSJ154145.39+412230.4     0.464    15246
3172     SDSSJ212944.43-022553.5     0.12    15246
3268     SDSSJ234202.25-032841.5     0.149    15246
2545     SDSSJ080554.40+544338.0     0.196    15354
177     SDSSJ023113.02-004056.7     0.431    15370
203     SDSSJ025610.61-073024.6     0.255    15422
326     SDSSJ075325.93+164132.7     0.464    15422
334     SDSSJ075621.94+311439.5     0.255    15422
521     SDSSJ085956.47+082607.5     0.196    15422
851     SDSSJ112307.36+003216.1     0.255    15422
862     SDSSJ112748.26-002859.8     0.196    15422
1143     SDSSJ143654.91-014009.7     0.196    15422
1162     SDSSJ145040.50+554321.4     0.196    15422
1402     SDSSJ172715.56+542938.1     0.431    15422
1517     SDSSJ224522.42-000109.5     0.38    15422
1697     SDSSJ084940.56+065507.2     0.431    15422
1878     SDSSJ151637.61+120701.4     0.255    15422
2850     SDSSJ114916.00+410513.2     0.319    15422
2974     SDSSJ141010.07+585405.1     0.255    15422
3068     SDSSJ153245.45+371239.3     0.255    15422
3118     SDSSJ163036.05+341101.0     0.149    15422
3184     SDSSJ215605.69+081342.4     0.196    15422
3224     SDSSJ225203.75+141854.2     0.255    15422
143     SDSSJ020806.39+001833.9     0.431    15467
3194     SDSSJ221324.88+110931.9     0.196    15472
328     SDSSJ075344.05+374818.3     0.431    15493
795     SDSSJ105405.21+283917.1     0.319    15514
1390     SDSSJ171955.22+625106.8     0.255    15555
402     SDSSJ081831.07-010923.1     0.38    15601
425     SDSSJ082758.81+525317.1     0.255    15601
456     SDSSJ083722.44+265417.3     0.319    15601
495     SDSSJ085218.17+173712.7     0.319    15601
626     SDSSJ093936.64+373434.8     0.319    15601
654     SDSSJ094952.73+012603.4     0.319    15601
1102     SDSSJ140357.64+541856.4     0.196    15601
1184     SDSSJ150657.58-012021.7     0.319    15601
1738     SDSSJ103426.18+151606.6     0.38    15601
1780     SDSSJ123409.18+193630.7     0.196    15601
1925     SDSSJ161809.70+490659.4     0.319    15601
1943     SDSSJ165459.27+131024.9     0.431    15601
2185     SDSSJ135643.56-085808.9     0.464    15601
2342     SDSSJ003240.39+315449.1     0.319    15601
2552     SDSSJ080814.42+250031.8     0.196    15601
2655     SDSSJ085726.10+244931.7     0.255    15601
2712     SDSSJ094404.67+432822.4     0.319    15601
2757     SDSSJ102119.36+545025.6     0.255    15601
2837     SDSSJ113540.94+491809.9     0.255    15601
2896     SDSSJ124702.71+340850.1     0.149    15601
3149     SDSSJ170318.86+442722.8     0.38    15601
2569     SDSSJ081221.41+122609.1     0.287    15602
1393     SDSSJ172045.09+635031.7     0.196    15610
2020     SDSSJ025555.87+352830.2     0.431    15633
2937     SDSSJ133138.78+095511.8     0.225    15652
1320     SDSSJ162329.50+355427.2     0.38    15730
2028     SDSSJ032140.00+415307.5     0.38    15730
2103     SDSSJ100821.19+260213.9     0.38    15730
55     SDSSJ004319.25+160219.9     0.431    15782
58     SDSSJ004604.14+011037.4     0.464    15782
966     SDSSJ123154.03+354550.3     0.255    15782
971     SDSSJ123235.58+592026.9     0.464    15782
1185     SDSSJ150700.50+481136.6     0.431    15782
1280     SDSSJ160333.18+541158.0     0.464    15782
1837     SDSSJ135931.90+054420.6     0.319    15782
2114     SDSSJ102857.78+093129.8     0.406    15782
2305     SDSSJ153648.31+010249.1     0.196    15782
2518     SDSSJ075335.00+510605.2     0.319    15782
2801     SDSSJ110003.55+274607.0     0.319    15782
2833     SDSSJ113420.55+595754.3     0.118    15782
2836     SDSSJ113455.19+470248.7     0.255    15782
3013     SDSSJ144026.67+000932.0     0.431    15782
3201     SDSSJ222025.07+051954.2     0.319    15782
3267     SDSSJ234127.29+192135.5     0.255    15782
3132     SDSSJ164905.08+401035.3     0.163    15788
2169     SDSSJ125341.54+103413.9     0.255    15873
333     SDSSJ075606.35+421613.0     0.407    15954
1150     SDSSJ143914.27+413044.8     0.431    15954
343     SDSSJ080011.79+114437.5     0.196    15964
345     SDSSJ080031.57+072639.2     0.431    15964
647     SDSSJ094745.62+632524.0     0.38    15964
779     SDSSJ104346.92+402555.2     0.319    15964
865     SDSSJ112909.50+663704.3     0.319    15964
1436     SDSSJ205230.75-001357.5     0.319    15964
1474     SDSSJ215744.77-004015.1     0.319    15964
1516     SDSSJ224351.99+010951.1     0.255    15964
1582     SDSSJ234345.17+462339.8     0.38    15964
1794     SDSSJ125622.69+182631.4     0.38    15964
1864     SDSSJ145530.63+170317.8     0.319    15964
2161     SDSSJ124356.79-064758.4     0.319    15964
2347     SDSSJ003955.54+104702.8     0.149    15964
2654     SDSSJ085622.58-010358.5     0.255    15964
2738     SDSSJ100010.80+172057.2     0.319    15964
3031     SDSSJ145701.53+124008.9     0.196    15964
3047     SDSSJ151023.20+532135.9     0.12    15964
3186     SDSSJ215658.03+002520.7     0.431    15964
3227     SDSSJ225502.65+223553.1     0.196    15964
3242     SDSSJ230652.15-025428.1     0.196    15964
90     SDSSJ011547.58+005350.0     0.225    15982
186     SDSSJ024505.47+002804.5     0.38    16051
507     SDSSJ085611.93+365850.4     0.38    16051
515     SDSSJ085857.42+320809.5     0.319    16051
553     SDSSJ091621.83+052119.1     0.38    16051
714     SDSSJ101417.70+323648.0     0.38    16051
794     SDSSJ105346.29+291652.5     0.255    16051
1074     SDSSJ134135.24+612128.6     0.38    16051
1197     SDSSJ152022.28+323936.8     0.255    16051
1997     SDSSJ235753.12+284542.8     0.255    16051
1542     SDSSJ231814.73+003430.3     0.38    16059
693     SDSSJ100636.39+563346.7     0.38    16071
1461     SDSSJ213136.72+002947.6     0.319    16071
1747     SDSSJ105819.55+093659.4     0.38    16071
5     SDSSJ001247.18+001048.7     0.38    16149
216     SDSSJ030302.43-062829.9     0.38    16149
287     SDSSJ073414.54+324135.5     0.12    16149
372     SDSSJ080939.98+125122.1     0.38    16149
420     SDSSJ082533.82+161048.4     0.431    16149
684     SDSSJ100206.98+435529.8     0.319    16149
743     SDSSJ102334.25+042722.2     0.319    16149
895     SDSSJ114716.07+293930.3     0.196    16149
953     SDSSJ122514.93+292523.2     0.319    16149
1013     SDSSJ125736.91+475521.7     0.255    16149
1118     SDSSJ141731.25+015058.9     0.319    16149
1478     SDSSJ220252.61+000833.3     0.431    16149
1545     SDSSJ231924.30-093449.4     0.255    16149
1546     SDSSJ232043.06+011049.4     0.431    16149
2005     SDSSJ000829.92+273340.5     0.431    16149
2073     SDSSJ083348.00+531632.1     0.431    16149
2196     SDSSJ142951.19+575949.0     0.38    16149
2434     SDSSJ015755.94+191518.9     0.196    16149
2967     SDSSJ140521.03+521438.3     0.319    16149
3023     SDSSJ145150.11+034309.3     0.38    16149
3030     SDSSJ145638.43+104028.8     0.118    16149
3187     SDSSJ215713.29-001958.7     0.319    16149
210     SDSSJ025853.36+004322.5     0.38    16159
406     SDSSJ081959.20+060424.2     0.319    16159
1405     SDSSJ173101.49+623315.9     0.319    16159
342     SDSSJ075942.72+345600.6     0.319    16180
1067     SDSSJ133633.22-013116.5     0.431    16180
1135     SDSSJ143222.07+611231.1     0.319    16180
3239     SDSSJ230331.20+062508.1     0.171    16250
234     SDSSJ031957.77-005803.2     0.149    16288
169     SDSSJ022436.80+005814.3     0.431    16336
309     SDSSJ074730.57+430403.6     0.319    16336
322     SDSSJ075143.02+225425.7     0.38    16336
500     SDSSJ085426.25+374653.0     0.431    16336
597     SDSSJ092830.73+362334.6     0.196    16336
642     SDSSJ094640.31+233733.3     0.38    16336
661     SDSSJ095308.64+481344.6     0.431    16336
695     SDSSJ100655.32+263647.7     0.38    16336
854     SDSSJ112429.55+401303.6     0.196    16336
999     SDSSJ125109.24+004321.0     0.255    16336
1454     SDSSJ212051.92-005827.3     0.319    16336
1462     SDSSJ213218.11+003158.8     0.319    16336
1497     SDSSJ222533.70+131655.2     0.38    16336
1518     SDSSJ224541.29+134520.7     0.319    16336
1934     SDSSJ163223.55+632801.6     0.319    16336
2285     SDSSJ102122.45+433633.1     0.319    16336
2941     SDSSJ133538.87+045123.8     0.196    16336
3148     SDSSJ170303.99+443241.0     0.149    16336
64     SDSSJ005245.11-005337.2     0.319    16340
732     SDSSJ101958.61+283339.8     0.431    16340
690     SDSSJ100529.93+521937.8     0.319    16346
1424     SDSSJ204431.43-061440.2     0.464    16352
24     SDSSJ002749.99-001023.3     0.38    16481
274     SDSSJ044450.66-010936.0     0.255    16481
904     SDSSJ115031.25+365416.1     0.38    16481
920     SDSSJ115950.23+400143.8     0.38    16481
1106     SDSSJ140557.29+445335.8     0.118    16481
1653     SDSSJ070546.78+393453.3     0.38    16481
1812     SDSSJ131824.17+230041.5     0.38    16481
1823     SDSSJ133928.49+224844.8     0.38    16481
1835     SDSSJ135754.50+181058.2     0.319    16481
2041     SDSSJ070628.57+383650.2     0.431    16481
316     SDSSJ074819.94+243607.5     0.38    16525
565     SDSSJ091941.11+400152.0     0.319    16525
625     SDSSJ093929.27+474549.9     0.319    16525
702     SDSSJ100928.47+200412.8     0.255    16525
775     SDSSJ104155.89+303256.9     0.255    16525
866     SDSSJ113022.52+313933.4     0.319    16525
919     SDSSJ115904.91+112716.2     0.255    16525
924     SDSSJ120455.42+133715.7     0.319    16525
1004     SDSSJ125354.16+581327.4     0.38    16525
1099     SDSSJ135935.59+362359.8     0.255    16525
1391     SDSSJ172008.58+565211.8     0.464    16525
1570     SDSSJ233630.55-003036.1     0.38    16525
2282     SDSSJ101356.32+272410.6     0.319    16525
2560     SDSSJ080904.78+264400.1     0.196    16525
2839     SDSSJ113602.51+412031.3     0.196    16525
3112     SDSSJ162443.57+230750.3     0.196    16525
3183     SDSSJ215533.82+051043.8     0.196    16525
3206     SDSSJ222738.16+024012.3     0.255    16525
1832     SDSSJ135043.94+193334.3     0.431    16583
942     SDSSJ121625.88+432833.1     0.38    16601
2830     SDSSJ113135.06+414314.5     0.196    16621
68     SDSSJ005457.61-002517.0     0.255    16653
156     SDSSJ021629.68+001222.3     0.319    16711
147     SDSSJ021058.62-090210.8     0.319    16717
