ID     IAUNAME     M2    Teffwd
2809     SDSSJ110853.98-002041.7     0.431    23343
239     SDSSJ032422.38-000516.0     0.319    23506
12     SDSSJ001853.79+005021.5     0.431    23613
393     SDSSJ081600.20+433139.2     0.319    23613
480     SDSSJ084637.19+263618.1     0.319    23613
1685     SDSSJ082601.73+094556.2     0.319    23613
1871     SDSSJ150616.92+194936.9     0.431    23613
2411     SDSSJ013738.84+073227.1     0.319    23613
2554     SDSSJ080828.36+480627.7     0.431    23613
2727     SDSSJ095126.72+033524.2     0.431    23613
2775     SDSSJ103906.02+302308.2     0.255    23613
2882     SDSSJ122634.89+451103.5     0.38    23613
2982     SDSSJ141752.38+443515.3     0.38    23613
1397     SDSSJ172433.70+623410.0     0.319    23627
797     SDSSJ105421.97+512254.2     0.406    23863
722     SDSSJ101650.40+080749.3     0.255    23886
750     SDSSJ103008.34+393715.4     0.196    23886
811     SDSSJ110106.35+134622.7     0.319    23886
1174     SDSSJ145848.22+102725.5     0.196    23886
1322     SDSSJ162408.06+364858.5     0.38    23886
1372     SDSSJ170509.65+210904.4     0.255    23886
1592     SDSSJ234649.95-002031.9     0.431    23886
1796     SDSSJ125645.47+252241.6     0.255    23886
2872     SDSSJ120823.22+060955.8     0.472    23886
1956     SDSSJ173313.10+642739.5     0.431    24028
1053     SDSSJ132652.62+000855.3     0.464    24045
380     SDSSJ081225.62+031914.1     0.319    24163
464     SDSSJ084005.52+175241.4     0.38    24163
522     SDSSJ090103.13+244718.9     0.38    24163
632     SDSSJ094101.86+062221.1     0.38    24163
773     SDSSJ104126.53+513607.2     0.319    24163
856     SDSSJ112613.95+405703.1     0.196    24163
916     SDSSJ115848.87+171553.1     0.319    24163
1078     SDSSJ134451.10+411036.2     0.319    24163
1495     SDSSJ222312.95+124424.4     0.38    24163
1670     SDSSJ080042.50+105121.7     0.464    24163
1872     SDSSJ150626.48+275924.4     0.431    24163
2417     SDSSJ014040.46+200535.7     0.38    24163
2910     SDSSJ130020.58+032802.5     0.255    24163
3098     SDSSJ160553.66+085954.4     0.255    24163
494     SDSSJ085208.84+064155.3     0.319    24443
1089     SDSSJ134942.49+473001.6     0.255    24443
1801     SDSSJ130558.92+251449.8     0.464    24443
2643     SDSSJ084528.26+525524.8     0.38    24443
2660     SDSSJ085950.50+215423.9     0.319    24443
2922     SDSSJ131630.63+612412.5     0.196    24443
1107     SDSSJ140723.03+003841.7     0.319    24449
2481     SDSSJ072856.96+433012.8     0.38    24449
179     SDSSJ023515.12-000737.0     0.38    24726
324     SDSSJ075223.15+433212.2     0.431    24726
331     SDSSJ075508.69+122601.1     0.472    24726
445     SDSSJ083328.42+110657.8     0.38    24726
452     SDSSJ083618.61+432651.5     0.38    24726
1003     SDSSJ125250.03-020608.1     0.431    24726
1433     SDSSJ204938.36-054423.7     0.319    24726
1779     SDSSJ122906.21+252232.2     0.38    24726
2596     SDSSJ082656.51+480545.7     0.38    24726
2664     SDSSJ090254.12+035549.9     0.431    24726
2795     SDSSJ105607.54+583943.3     0.38    24726
3001     SDSSJ143012.51+250437.5     0.255    24726
25     SDSSJ002801.68+002137.7     0.319    25012
368     SDSSJ080732.87+112710.7     0.472    25012
605     SDSSJ093155.66+394607.7     0.38    25012
1413     SDSSJ174833.40+243139.6     0.196    25012
1928     SDSSJ162028.93+630446.7     0.319    25012
2765     SDSSJ103136.98+461948.8     0.431    25012
2834     SDSSJ113440.83+451553.0     0.431    25012
2889     SDSSJ123642.17+005448.3     0.255    25012
81     SDSSJ011009.09+132616.1     0.319    25167
2698     SDSSJ093001.64-015626.6     0.319    25167
761     SDSSJ103514.79+390717.9     0.431    25302
969     SDSSJ123223.80+380858.6     0.38    25302
1292     SDSSJ161033.86+491536.7     0.38    25302
1758     SDSSJ112712.22+172506.1     0.472    25302
2739     SDSSJ100115.21+513712.8     0.149    25302
2832     SDSSJ113416.08+055227.0     0.149    25302
3110     SDSSJ162020.89+214542.9     0.38    25302
1726     SDSSJ095458.85-002457.0     0.319    25307
538     SDSSJ091040.52+014548.2     0.472    25595
611     SDSSJ093426.60+053753.6     0.319    25595
992     SDSSJ124702.75+313448.7     0.38    25595
284     SDSSJ073031.42+373018.4     0.38    25891
437     SDSSJ083043.49+221312.0     0.431    25891
524     SDSSJ090409.05+422702.2     0.38    25891
666     SDSSJ095719.24+234240.7     0.431    25891
960     SDSSJ122852.14+365727.6     0.319    25891
1254     SDSSJ154959.55+534911.5     0.464    25891
2123     SDSSJ110529.78-164719.3     0.38    25891
918     SDSSJ115900.77+401825.3     0.38    26191
1025     SDSSJ130439.17+292228.9     0.464    26191
1412     SDSSJ174439.19+244258.5     0.38    26191
1992     SDSSJ230502.55+215854.1     0.255    26192
1181     SDSSJ150438.86+321443.4     0.464    26276
1427     SDSSJ204541.90-050925.7     0.38    26494
1509     SDSSJ223727.87-091914.3     0.196    26494
2510     SDSSJ075122.92+371254.6     0.431    26494
2583     SDSSJ082033.09+523439.4     0.431    26494
2867     SDSSJ120508.00+482917.8     0.38    26494
3123     SDSSJ163331.48+192330.5     0.38    26494
1041     SDSSJ132040.27+661214.8     0.464    26527
727     SDSSJ101922.83+285400.8     0.472    26651
335     SDSSJ075658.46+114919.4     0.319    26801
864     SDSSJ112840.72+084117.4     0.38    26801
905     SDSSJ115053.40+062049.4     0.319    26801
1217     SDSSJ152821.45+344314.9     0.319    26801
1581     SDSSJ234312.95+154106.4     0.319    26801
1692     SDSSJ083233.09+611120.4     0.319    26801
2120     SDSSJ105526.23+472923.0     0.38    26801
2151     SDSSJ120953.67+185815.7     0.464    26801
3170     SDSSJ212658.64+043533.0     0.38    26801
1882     SDSSJ152155.41+081102.5     0.34    27008
595     SDSSJ092741.73+332959.1     0.38    27111
984     SDSSJ124053.33+303428.1     0.464    27111
1335     SDSSJ163014.50+125214.1     0.319    27111
2461     SDSSJ024640.29-004121.2     0.196    27111
280     SDSSJ053409.05+614531.6     0.38    27425
330     SDSSJ075455.81+294759.5     0.38    27425
377     SDSSJ081126.67+053911.9     0.319    27425
510     SDSSJ085741.43+153905.9     0.431    27425
941     SDSSJ121519.51+583811.1     0.38    27425
975     SDSSJ123406.86+443115.2     0.319    27425
1345     SDSSJ163806.19+363557.5     0.38    27425
428     SDSSJ082823.57+210036.0     0.464    27743
548     SDSSJ091508.22+415559.5     0.38    27743
685     SDSSJ100217.64+033659.8     0.319    27743
720     SDSSJ101642.94+044317.7     0.255    27743
1362     SDSSJ165005.16+390426.3     0.38    27743
1452     SDSSJ211749.51-080020.6     0.255    27743
2055     SDSSJ074027.89+184819.8     0.431    27743
2223     SDSSJ173338.91+634110.7     0.38    27743
2573     SDSSJ081423.47+460920.4     0.464    27743
93     SDSSJ011817.62+384249.3     0.196    28064
668     SDSSJ095737.59+300136.5     0.38    28064
828     SDSSJ110843.03+312356.1     0.38    28064
1016     SDSSJ125820.84+380926.9     0.431    28064
1175     SDSSJ145933.67+344234.9     0.38    28064
1186     SDSSJ150919.21+431343.9     0.319    28064
1340     SDSSJ163459.43+311235.6     0.431    28064
1451     SDSSJ211428.41-010357.2     0.38    28064
1455     SDSSJ212131.55-055618.0     0.319    28064
1733     SDSSJ101840.32+141408.1     0.38    28064
2097     SDSSJ094637.33+631228.1     0.38    28064
2464     SDSSJ025301.60-013006.9     0.38    28064
1704     SDSSJ085650.61+020051.9     0.319    28226
250     SDSSJ033132.12-005453.4     0.38    28389
332     SDSSJ075520.05+274302.2     0.38    28389
364     SDSSJ080637.51+335510.2     0.38    28389
523     SDSSJ090204.62+260814.3     0.319    28389
628     SDSSJ093947.95+325807.3     0.319    28389
729     SDSSJ101934.95+202043.3     0.38    28389
772     SDSSJ104113.67+293903.0     0.319    28389
1095     SDSSJ135228.14+452932.1     0.38    28389
1172     SDSSJ145632.77+482446.1     0.38    28389
1265     SDSSJ155554.25+545417.4     0.431    28389
2873     SDSSJ121127.32+591329.0     0.319    28389
1241     SDSSJ154543.31+330708.3     0.464    28633
233     SDSSJ031909.94+002158.8     0.38    28718
358     SDSSJ080524.40+232411.6     0.472    28718
466     SDSSJ084018.24+265603.1     0.319    28718
577     SDSSJ092257.54+290415.9     0.38    28718
784     SDSSJ104634.77+604835.8     0.196    28718
927     SDSSJ120604.18+093022.3     0.255    28718
933     SDSSJ121107.93+034216.7     0.38    28718
1808     SDSSJ131350.97+063432.5     0.38    28718
2695     SDSSJ092742.99+374956.8     0.255    28718
2766     SDSSJ103209.74+353540.9     0.319    28718
2815     SDSSJ111134.16+225237.5     0.319    28718
236     SDSSJ032136.54-001630.4     0.319    28802
1121     SDSSJ141927.30+470657.0     0.431    28907
50     SDSSJ004020.07+154156.3     0.35    29050
639     SDSSJ094542.61+173859.9     0.472    29050
1001     SDSSJ125207.17+012156.8     0.431    29050
1050     SDSSJ132427.11+080425.3     0.464    29050
1101     SDSSJ140353.51-014057.5     0.255    29050
1843     SDSSJ140847.14+295044.9     0.255    29050
1899     SDSSJ154443.99+012933.3     0.464    29050
2740     SDSSJ100208.71+505823.7     0.319    29050
108     SDSSJ013335.54+130357.1     0.431    29052
637     SDSSJ094402.18+614307.9     0.464    29218
1069     SDSSJ133917.97+593752.7     0.431    29222
383     SDSSJ081320.00+215259.2     0.431    29387
530     SDSSJ090505.39+054811.7     0.319    29387
550     SDSSJ091540.27+102112.0     0.431    29387
922     SDSSJ120222.10+411810.8     0.38    29387
1156     SDSSJ144600.72+332849.9     0.431    29387
1447     SDSSJ211043.24+093756.8     0.319    29387
1469     SDSSJ214536.28-003544.1     0.431    29387
1691     SDSSJ083143.01+120935.9     0.464    29387
1774     SDSSJ121653.17+235034.7     0.431    29387
785     SDSSJ104635.22+594628.7     0.431    29727
1111     SDSSJ141057.73-020236.6     0.38    29727
1183     SDSSJ150648.12+002716.4     0.431    29727
1775     SDSSJ122024.13+231721.8     0.38    29727
2192     SDSSJ142503.62+073846.4     0.38    29727
2482     SDSSJ072938.47+422812.5     0.431    29727
160     SDSSJ021742.44+005342.7     0.431    30071
370     SDSSJ080846.59+182558.2     0.464    30071
542     SDSSJ091216.37+234442.5     0.38    30071
563     SDSSJ091916.07+294420.3     0.431    30071
638     SDSSJ094510.19+172907.3     0.319    30071
819     SDSSJ110627.67-010514.5     0.38    30071
956     SDSSJ122630.86+303852.5     0.38    30071
1311     SDSSJ161726.96+385557.5     0.319    30071
1378     SDSSJ170843.52+215829.0     0.464    30071
1539     SDSSJ231230.79+005321.6     0.431    30071
2016     SDSSJ023526.43+280026.6     0.431    30071
315     SDSSJ074815.29+380845.9     0.38    30419
438     SDSSJ083056.11+315941.9     0.38    30419
934     SDSSJ121119.40+415555.3     0.431    30419
1112     SDSSJ141134.70+102839.7     0.38    30419
1142     SDSSJ143649.61+323734.1     0.464    30419
1194     SDSSJ151752.86+531455.6     0.431    30419
1361     SDSSJ164906.33+385833.4     0.464    30419
1488     SDSSJ220946.59-001010.9     0.464    30419
1720     SDSSJ094022.26+662030.5     0.472    30419
1845     SDSSJ140923.26+371048.5     0.472    30419
165     SDSSJ021903.67-001733.9     0.38    30772
467     SDSSJ084019.49+152833.8     0.319    30772
658     SDSSJ095245.73+182102.9     0.431    30772
728     SDSSJ101928.10+570804.3     0.472    30772
945     SDSSJ122037.07+492334.2     0.464    30772
986     SDSSJ124141.36+140539.4     0.38    30772
1703     SDSSJ085402.36+100443.1     0.431    30772
2068     SDSSJ081523.77+832651.2     0.464    30772
1586     SDSSJ234436.31+001812.3     0.472    30845
564     SDSSJ091927.44+085133.2     0.38    31128
887     SDSSJ114150.32+212459.5     0.464    31128
1128     SDSSJ142559.72+365800.7     0.38    31128
1264     SDSSJ155521.14+411650.1     0.319    31128
1767     SDSSJ114651.16+602151.9     0.38    31128
3134     SDSSJ165102.23+341254.8     0.431    31128
872     SDSSJ113609.59+484318.9     0.38    31324
1154     SDSSJ144258.47+001031.5     0.319    31324
340     SDSSJ075842.46+170950.5     0.319    31488
606     SDSSJ093214.57+345235.4     0.464    31488
614     SDSSJ093432.48+031348.8     0.38    31488
740     SDSSJ102254.75+580333.9     0.464    31488
1283     SDSSJ160540.17+461045.8     0.472    31488
1286     SDSSJ160655.28+424526.3     0.319    31488
1732     SDSSJ101819.45+174702.3     0.431    31488
2019     SDSSJ025347.51+335221.0     0.431    31488
2952     SDSSJ135105.31+144004.0     0.319    31488
3086     SDSSJ155232.50+202715.3     0.319    31488
98     SDSSJ012341.91+383810.5     0.38    31853
403     SDSSJ081840.75+204748.0     0.38    31853
881     SDSSJ114012.10+301308.8     0.38    31853
938     SDSSJ121356.86+363531.0     0.431    31853
1114     SDSSJ141231.52+264055.0     0.464    31853
1445     SDSSJ210702.29-064757.5     0.431    31853
1531     SDSSJ230527.57+011518.3     0.431    31853
1642     SDSSJ054430.97+825608.8     0.38    31853
1744     SDSSJ105424.73+092258.2     0.38    31853
2004     SDSSJ000559.87-054416.0     0.431    31853
2886     SDSSJ123459.30+131902.3     0.431    31853
2950     SDSSJ134922.09+171256.4     0.38    31853
185     SDSSJ024310.60+004044.4     0.38    32222
453     SDSSJ083621.87+044624.3     0.149    32222
1136     SDSSJ143231.22+065222.2     0.431    32222
1155     SDSSJ144307.83+340523.5     0.431    32222
1333     SDSSJ162823.63+244159.7     0.464    32222
1403     SDSSJ172744.57+585415.4     0.464    32222
1480     SDSSJ220338.61-001750.7     0.464    32222
2233     SDSSJ201239.31+601710.3     0.255    32222
2718     SDSSJ094748.41+073310.6     0.38    32222
2737     SDSSJ095945.34+490325.7     0.464    32222
2916     SDSSJ130608.49+012837.9     0.407    32222
279     SDSSJ053157.67+615032.5     0.38    32595
281     SDSSJ053653.53-000534.4     0.38    32595
289     SDSSJ073700.60+384733.8     0.38    32595
566     SDSSJ092017.95-001246.4     0.319    32595
968     SDSSJ123214.38+351324.8     0.472    32595
1124     SDSSJ142355.06+240924.3     0.255    32595
2107     SDSSJ102102.25+174439.9     0.319    32595
2361     SDSSJ005443.83+070921.2     0.431    32595
40     SDSSJ003602.59+070047.2     0.319    32972
195     SDSSJ025123.33-011314.4     0.431    32972
561     SDSSJ091849.55+545601.8     0.464    32972
576     SDSSJ092256.80+562843.7     0.196    32972
788     SDSSJ104948.06+393324.7     0.464    32972
1100     SDSSJ140202.51+252551.9     0.464    32972
1215     SDSSJ152744.11+100722.4     0.38    32972
1895     SDSSJ154005.73+121937.7     0.464    32972
3173     SDSSJ213019.79+061204.5     0.38    32972
1200     SDSSJ152116.97+420159.2     0.431    33354
1364     SDSSJ165149.79+295600.6     0.319    33354
1385     SDSSJ171435.74+272539.8     0.464    33354
1716     SDSSJ093211.04+132903.3     0.38    33354
2058     SDSSJ074845.71+180240.4     0.464    33552
51     SDSSJ004138.68+151104.9     0.47    33635
465     SDSSJ084009.24+281201.9     0.38    33740
1269     SDSSJ155839.64+082720.1     0.464    33740
1439     SDSSJ205721.30+004226.2     0.472    33740
1938     SDSSJ164746.26+131923.4     0.38    33740
584     SDSSJ092429.07+010448.2     0.38    34131
724     SDSSJ101804.31+253308.0     0.38    34131
1015     SDSSJ125757.87+545840.9     0.464    34131
2550     SDSSJ080759.47+273823.6     0.464    34131
2857     SDSSJ115553.94+105255.2     0.38    34131
798     SDSSJ105443.06+285032.7     0.255    34526
1119     SDSSJ141740.22+130148.5     0.319    34526
1525     SDSSJ225334.79-090553.9     0.38    34526
2502     SDSSJ074553.10+252540.4     0.431    34526
209     SDSSJ025817.87+010946.0     0.38    34531
2840     SDSSJ113611.51+213246.4     0.255    34926
1421     SDSSJ204117.49-062847.0     0.464    35175
89     SDSSJ011447.51+254229.6     0.319    35331
845     SDSSJ111810.19+131338.5     0.319    35331
1258     SDSSJ155205.59+433825.8     0.38    35331
48     SDSSJ003925.22+254823.7     0.319    35740
946     SDSSJ122105.34+492720.5     0.38    35740
1227     SDSSJ153404.30+412026.0     0.38    35740
1256     SDSSJ155135.79+341440.2     0.38    35740
1287     SDSSJ160659.76+421708.5     0.319    35740
1396     SDSSJ172406.14+562003.0     0.361    35746
3055     SDSSJ152116.07+245016.3     0.431    35947
651     SDSSJ094900.26+014746.4     0.319    36154
820     SDSSJ110634.39+073712.2     0.255    36154
1212     SDSSJ152640.25+502301.8     0.464    36154
1520     SDSSJ224915.53-101950.2     0.38    36154
1892     SDSSJ153642.56+210747.4     0.464    36154
1900     SDSSJ154605.13+124713.8     0.464    36154
2149     SDSSJ113600.68+001212.2     0.431    36154
1284     SDSSJ160635.90+233143.8     0.431    36572
1297     SDSSJ161131.70+001018.0     0.464    36572
3179     SDSSJ214610.82+065031.2     0.464    36572
2694     SDSSJ092737.43+095207.5     0.431    36784
829     SDSSJ110843.57+115515.8     0.319    36996
917     SDSSJ115857.33+152921.4     0.38    36996
1028     SDSSJ131033.51+533032.5     0.38    36996
2640     SDSSJ084443.43+555403.9     0.431    36996
107     SDSSJ013328.61+142459.5     0.464    37424
299     SDSSJ074232.54+234244.4     0.431    37424
665     SDSSJ095705.99+615254.1     0.38    37424
744     SDSSJ102453.03+103336.6     0.464    37424
2745     SDSSJ100856.94+393838.4     0.431    37857
1034     SDSSJ131646.07+273553.6     0.464    38296
1677     SDSSJ081157.98+080623.3     0.431    38296
2960     SDSSJ140015.81-025830.6     0.431    38296
399     SDSSJ081716.98+054223.6     0.431    38494
482     SDSSJ084827.12+271542.4     0.464    38739
3221     SDSSJ224930.60+054327.6     0.319    38739
650     SDSSJ094853.94+573957.7     0.407    38964
2382     SDSSJ011516.97+334508.6     0.319    38964
923     SDSSJ120408.53+031324.5     0.319    39188
1204     SDSSJ152340.79+243451.0     0.431    39188
3125     SDSSJ163429.28+113119.1     0.431    39188
441     SDSSJ083200.78+172628.6     0.255    39642
255     SDSSJ033622.01-000146.7     0.471    39680
1707     SDSSJ090039.62+160131.3     0.38    40101
386     SDSSJ081406.16+521715.4     0.38    40565
1268     SDSSJ155833.63+300729.0     0.38    40565
1741     SDSSJ104604.39+214018.6     0.431    40565
2239     SDSSJ225117.28+310939.8     0.464    40565
1760     SDSSJ112927.53-081526.8     0.431    40702
1237     SDSSJ154221.86+553957.2     0.38    41510
1014     SDSSJ125740.04+130514.2     0.431    41991
1105     SDSSJ140544.82+600536.9     0.464    41991
436     SDSSJ083038.79+470247.0     0.464    42648
979     SDSSJ123836.34-004042.2     0.416    42648
1907     SDSSJ155712.05+151534.3     0.431    42740
472     SDSSJ084229.66+525417.8     0.38    42969
3072     SDSSJ153713.19+211649.6     0.255    42969
1960     SDSSJ183337.45+404027.2     0.319    43308
1909     SDSSJ155735.37+155817.2     0.431    43466
827     SDSSJ110826.47+092721.5     0.319    43969
1073     SDSSJ134100.03+602610.4     0.38    43969
1352     SDSSJ164205.84+382218.1     0.38    43969
1978     SDSSJ203512.62+145640.1     0.431    43969
1394     SDSSJ172211.68+281538.6     0.35    44230
1294     SDSSJ161057.00+295647.8     0.472    44479
1329     SDSSJ162648.55+232603.9     0.431    44479
145     SDSSJ020847.62+224814.5     0.431    45515
415     SDSSJ082242.77+460015.8     0.464    45515
478     SDSSJ084535.15+234806.0     0.431    45515
459     SDSSJ083807.99+530254.3     0.431    45624
1054     SDSSJ132725.72+505711.0     0.431    46042
1626     SDSSJ042437.67+063408.2     0.464    47114
1321     SDSSJ162351.64+403211.3     0.225    48069
2726     SDSSJ095043.94+391541.6     0.38    48510
762     SDSSJ103559.29+335209.6     0.472    49335
2946     SDSSJ134515.40+000837.8     0.38    49335
3144     SDSSJ165640.80+211812.8     0.38    49335
1363     SDSSJ165112.43+415139.1     0.472    49906
771     SDSSJ104107.66+092103.3     0.431    49936
599     SDSSJ092841.73+193329.0     0.431    50484
2225     SDSSJ183329.18+643151.7     0.431    51068
442     SDSSJ083253.65+233121.2     0.431    51364
193     SDSSJ024958.71+334249.9     0.38    51660
897     SDSSJ114734.57+142658.9     0.431    52258
2961     SDSSJ140034.78+161451.9     0.431    52258
1706     SDSSJ085923.49+035733.0     0.38    53478
2784     SDSSJ104944.65+085511.9     0.464    55354
1278     SDSSJ160136.70+050527.9     0.464    56644
2750     SDSSJ101347.21+523022.4     0.464    56644
547     SDSSJ091442.45+590706.7     0.464    57963
514     SDSSJ085847.47+371115.5     0.464    58634
3064     SDSSJ152826.04+155916.4     0.472    58634
709     SDSSJ101249.37+044135.9     0.431    60000
3103     SDSSJ161143.42+520355.0     0.431    60000
583     SDSSJ092406.27+012411.5     0.431    60695
567     SDSSJ092048.04+105734.4     0.38    61398
2755     SDSSJ101619.79-020258.2     0.38    61398
1976     SDSSJ203153.89+140602.6     0.38    62109
11     SDSSJ001749.24-000955.3     0.431    62932
376     SDSSJ081114.88+473019.1     0.431    63555
610     SDSSJ093420.06+051209.3     0.464    63555
818     SDSSJ110604.20+012010.4     0.464    64291
657     SDSSJ095108.98+040602.0     0.431    65036
533     SDSSJ090844.84+072707.6     0.472    67321
30     SDSSJ003005.39-001949.0     0.464    68101
833     SDSSJ111045.90+321447.2     0.38    68101
1117     SDSSJ141646.01+345050.1     0.464    68101
1116     SDSSJ141536.40+011718.2     0.472    68889
70     SDSSJ005540.11-100642.9     0.431    69687
688     SDSSJ100409.76+470519.8     0.431    71310
306     SDSSJ074520.05+234223.8     0.464    72136
627     SDSSJ093937.91+173953.6     0.431    72136
869     SDSSJ113316.27+270747.6     0.464    72971
157     SDSSJ021650.66-091916.0     0.38    73816
645     SDSSJ094720.94+111734.7     0.464    74671
759     SDSSJ103500.91+023008.7     0.38    74671
783     SDSSJ104534.46+315740.6     0.464    74671
1326     SDSSJ162449.00+321702.0     0.464    79095
212     SDSSJ030024.57-002342.0     0.464    80011
411     SDSSJ082145.27+455923.4     0.431    80938
2932     SDSSJ132732.31+611556.9     0.38    81875
1152     SDSSJ143947.62-010606.7     0.472    84455
313     SDSSJ074807.22+205814.2     0.431    86726
1729     SDSSJ100811.87+162450.4     0.464    99575
3178     SDSSJ214318.92+045559.1     0.472    339188


